State_Code,State,Area_Type,Age_Group,Education_Level,Gender,Population
11,Sikkim,Rural,45-49,Below Primary,Persons,3778
11,Sikkim,Rural,50-54,Below Primary,Persons,3395
11,Sikkim,Rural,55-59,Below Primary,Persons,2454
11,Sikkim,Rural,60-64,Below Primary,Persons,1959
11,Sikkim,Rural,65-69,Below Primary,Persons,1436
11,Sikkim,Rural,70-74,Below Primary,Persons,964
11,Sikkim,Rural,75-79,Below Primary,Persons,518
11,Sikkim,Rural,80+,Below Primary,Persons,427
11,Sikkim,Rural,Age not stated,Below Primary,Persons,207
11,Sikkim,Urban,All ages,Below Primary,Persons,19767
11,Sikkim,Urban,0-6,Below Primary,Persons,0
11,Sikkim,Urban,7,Below Primary,Persons,2032
11,Sikkim,Urban,8,Below Primary,Persons,2264
11,Sikkim,Urban,9,Below Primary,Persons,1985
11,Sikkim,Urban,10,Below Primary,Persons,1615
11,Sikkim,Urban,11,Below Primary,Persons,1011
11,Sikkim,Urban,12,Below Primary,Persons,647
11,Sikkim,Urban,13,Below Primary,Persons,475
11,Sikkim,Urban,14,Below Primary,Persons,321
11,Sikkim,Urban,15,Below Primary,Persons,316
11,Sikkim,Urban,16,Below Primary,Persons,269
11,Sikkim,Urban,17,Below Primary,Persons,266
11,Sikkim,Urban,18,Below Primary,Persons,300
11,Sikkim,Urban,19,Below Primary,Persons,248
11,Sikkim,Urban,20-24,Below Primary,Persons,1280
11,Sikkim,Urban,25-29,Below Primary,Persons,1150
11,Sikkim,Urban,30-34,Below Primary,Persons,1005
11,Sikkim,Urban,35-39,Below Primary,Persons,981
11,Sikkim,Urban,40-44,Below Primary,Persons,849
11,Sikkim,Urban,45-49,Below Primary,Persons,740
11,Sikkim,Urban,50-54,Below Primary,Persons,591
11,Sikkim,Urban,55-59,Below Primary,Persons,449
11,Sikkim,Urban,60-64,Below Primary,Persons,324
11,Sikkim,Urban,65-69,Below Primary,Persons,246
11,Sikkim,Urban,70-74,Below Primary,Persons,175
11,Sikkim,Urban,75-79,Below Primary,Persons,86
11,Sikkim,Urban,80+,Below Primary,Persons,121
11,Sikkim,Urban,Age not stated,Below Primary,Persons,21
12,Arunachal Pradesh,Total,All ages,Below Primary,Persons,164976
12,Arunachal Pradesh,Total,0-6,Below Primary,Persons,0
12,Arunachal Pradesh,Total,7,Below Primary,Persons,18255
12,Arunachal Pradesh,Total,8,Below Primary,Persons,23531
12,Arunachal Pradesh,Total,9,Below Primary,Persons,19927
12,Arunachal Pradesh,Total,10,Below Primary,Persons,21366
12,Arunachal Pradesh,Total,11,Below Primary,Persons,13304
12,Arunachal Pradesh,Total,12,Below Primary,Persons,10644
12,Arunachal Pradesh,Total,13,Below Primary,Persons,5887
12,Arunachal Pradesh,Total,14,Below Primary,Persons,4214
12,Arunachal Pradesh,Total,15,Below Primary,Persons,2938
12,Arunachal Pradesh,Total,16,Below Primary,Persons,2237
12,Arunachal Pradesh,Total,17,Below Primary,Persons,1496
12,Arunachal Pradesh,Total,18,Below Primary,Persons,1930
12,Arunachal Pradesh,Total,19,Below Primary,Persons,1346
12,Arunachal Pradesh,Total,20-24,Below Primary,Persons,6747
12,Arunachal Pradesh,Total,25-29,Below Primary,Persons,6290
12,Arunachal Pradesh,Total,30-34,Below Primary,Persons,5283
12,Arunachal Pradesh,Total,35-39,Below Primary,Persons,5120
12,Arunachal Pradesh,Total,40-44,Below Primary,Persons,4019
12,Arunachal Pradesh,Total,45-49,Below Primary,Persons,3401
12,Arunachal Pradesh,Total,50-54,Below Primary,Persons,2499
12,Arunachal Pradesh,Total,55-59,Below Primary,Persons,1598
12,Arunachal Pradesh,Total,60-64,Below Primary,Persons,1222
12,Arunachal Pradesh,Total,65-69,Below Primary,Persons,720
12,Arunachal Pradesh,Total,70-74,Below Primary,Persons,424
12,Arunachal Pradesh,Total,75-79,Below Primary,Persons,199
12,Arunachal Pradesh,Total,80+,Below Primary,Persons,278
12,Arunachal Pradesh,Total,Age not stated,Below Primary,Persons,101
12,Arunachal Pradesh,Rural,All ages,Below Primary,Persons,130062
12,Arunachal Pradesh,Rural,0-6,Below Primary,Persons,0
12,Arunachal Pradesh,Rural,7,Below Primary,Persons,13517
12,Arunachal Pradesh,Rural,8,Below Primary,Persons,18051
12,Arunachal Pradesh,Rural,9,Below Primary,Persons,15282
12,Arunachal Pradesh,Rural,10,Below Primary,Persons,16724
12,Arunachal Pradesh,Rural,11,Below Primary,Persons,10540
12,Arunachal Pradesh,Rural,12,Below Primary,Persons,8818
12,Arunachal Pradesh,Rural,13,Below Primary,Persons,4889
12,Arunachal Pradesh,Rural,14,Below Primary,Persons,3576
12,Arunachal Pradesh,Rural,15,Below Primary,Persons,2493
12,Arunachal Pradesh,Rural,16,Below Primary,Persons,1912
12,Arunachal Pradesh,Rural,17,Below Primary,Persons,1226
12,Arunachal Pradesh,Rural,18,Below Primary,Persons,1575
12,Arunachal Pradesh,Rural,19,Below Primary,Persons,1083
12,Arunachal Pradesh,Rural,20-24,Below Primary,Persons,5505
12,Arunachal Pradesh,Rural,25-29,Below Primary,Persons,5095
12,Arunachal Pradesh,Rural,30-34,Below Primary,Persons,4292
12,Arunachal Pradesh,Rural,35-39,Below Primary,Persons,4065
12,Arunachal Pradesh,Rural,40-44,Below Primary,Persons,3100
12,Arunachal Pradesh,Rural,45-49,Below Primary,Persons,2624
12,Arunachal Pradesh,Rural,50-54,Below Primary,Persons,1985
12,Arunachal Pradesh,Rural,55-59,Below Primary,Persons,1290
12,Arunachal Pradesh,Rural,60-64,Below Primary,Persons,1006
12,Arunachal Pradesh,Rural,65-69,Below Primary,Persons,590
12,Arunachal Pradesh,Rural,70-74,Below Primary,Persons,352
12,Arunachal Pradesh,Rural,75-79,Below Primary,Persons,167
12,Arunachal Pradesh,Rural,80+,Below Primary,Persons,217
12,Arunachal Pradesh,Rural,Age not stated,Below Primary,Persons,88
12,Arunachal Pradesh,Urban,All ages,Below Primary,Persons,34914
12,Arunachal Pradesh,Urban,0-6,Below Primary,Persons,0
12,Arunachal Pradesh,Urban,7,Below Primary,Persons,4738
12,Arunachal Pradesh,Urban,8,Below Primary,Persons,5480
12,Arunachal Pradesh,Urban,9,Below Primary,Persons,4645
12,Arunachal Pradesh,Urban,10,Below Primary,Persons,4642
12,Arunachal Pradesh,Urban,11,Below Primary,Persons,2764
12,Arunachal Pradesh,Urban,12,Below Primary,Persons,1826
12,Arunachal Pradesh,Urban,13,Below Primary,Persons,998
12,Arunachal Pradesh,Urban,14,Below Primary,Persons,638
12,Arunachal Pradesh,Urban,15,Below Primary,Persons,445
12,Arunachal Pradesh,Urban,16,Below Primary,Persons,325
12,Arunachal Pradesh,Urban,17,Below Primary,Persons,270
12,Arunachal Pradesh,Urban,18,Below Primary,Persons,355
12,Arunachal Pradesh,Urban,19,Below Primary,Persons,263
12,Arunachal Pradesh,Urban,20-24,Below Primary,Persons,1242
12,Arunachal Pradesh,Urban,25-29,Below Primary,Persons,1195
12,Arunachal Pradesh,Urban,30-34,Below Primary,Persons,991
12,Arunachal Pradesh,Urban,35-39,Below Primary,Persons,1055
12,Arunachal Pradesh,Urban,40-44,Below Primary,Persons,919
12,Arunachal Pradesh,Urban,45-49,Below Primary,Persons,777
12,Arunachal Pradesh,Urban,50-54,Below Primary,Persons,514
12,Arunachal Pradesh,Urban,55-59,Below Primary,Persons,308
12,Arunachal Pradesh,Urban,60-64,Below Primary,Persons,216
12,Arunachal Pradesh,Urban,65-69,Below Primary,Persons,130
12,Arunachal Pradesh,Urban,70-74,Below Primary,Persons,72
12,Arunachal Pradesh,Urban,75-79,Below Primary,Persons,32
12,Arunachal Pradesh,Urban,80+,Below Primary,Persons,61
12,Arunachal Pradesh,Urban,Age not stated,Below Primary,Persons,13
13,Nagaland,Total,All ages,Below Primary,Persons,258594
13,Nagaland,Total,0-6,Below Primary,Persons,0
13,Nagaland,Total,7,Below Primary,Persons,27693
13,Nagaland,Total,8,Below Primary,Persons,34490
13,Nagaland,Total,9,Below Primary,Persons,31435
13,Nagaland,Total,10,Below Primary,Persons,30754
13,Nagaland,Total,11,Below Primary,Persons,17878
13,Nagaland,Total,12,Below Primary,Persons,10965
13,Nagaland,Total,13,Below Primary,Persons,6685
13,Nagaland,Total,14,Below Primary,Persons,4372
13,Nagaland,Total,15,Below Primary,Persons,3881
13,Nagaland,Total,16,Below Primary,Persons,3105
13,Nagaland,Total,17,Below Primary,Persons,2594
13,Nagaland,Total,18,Below Primary,Persons,3073
13,Nagaland,Total,19,Below Primary,Persons,2419
13,Nagaland,Total,20-24,Below Primary,Persons,12219
13,Nagaland,Total,25-29,Below Primary,Persons,10307
13,Nagaland,Total,30-34,Below Primary,Persons,9156
13,Nagaland,Total,35-39,Below Primary,Persons,8755
13,Nagaland,Total,40-44,Below Primary,Persons,8274
13,Nagaland,Total,45-49,Below Primary,Persons,7692
13,Nagaland,Total,50-54,Below Primary,Persons,6312
13,Nagaland,Total,55-59,Below Primary,Persons,4554
13,Nagaland,Total,60-64,Below Primary,Persons,4166
13,Nagaland,Total,65-69,Below Primary,Persons,2783
13,Nagaland,Total,70-74,Below Primary,Persons,2024
13,Nagaland,Total,75-79,Below Primary,Persons,1312
13,Nagaland,Total,80+,Below Primary,Persons,1552
13,Nagaland,Total,Age not stated,Below Primary,Persons,144
13,Nagaland,Rural,All ages,Below Primary,Persons,195040
13,Nagaland,Rural,0-6,Below Primary,Persons,0
13,Nagaland,Rural,7,Below Primary,Persons,19031
13,Nagaland,Rural,8,Below Primary,Persons,24500
13,Nagaland,Rural,9,Below Primary,Persons,22402
13,Nagaland,Rural,10,Below Primary,Persons,23054
13,Nagaland,Rural,11,Below Primary,Persons,13983
13,Nagaland,Rural,12,Below Primary,Persons,8778
13,Nagaland,Rural,13,Below Primary,Persons,5348
13,Nagaland,Rural,14,Below Primary,Persons,3442
13,Nagaland,Rural,15,Below Primary,Persons,3050
13,Nagaland,Rural,16,Below Primary,Persons,2428
13,Nagaland,Rural,17,Below Primary,Persons,2008
13,Nagaland,Rural,18,Below Primary,Persons,2393
13,Nagaland,Rural,19,Below Primary,Persons,1853
13,Nagaland,Rural,20-24,Below Primary,Persons,9682
13,Nagaland,Rural,25-29,Below Primary,Persons,8186
13,Nagaland,Rural,30-34,Below Primary,Persons,7401
13,Nagaland,Rural,35-39,Below Primary,Persons,6929
13,Nagaland,Rural,40-44,Below Primary,Persons,6523
13,Nagaland,Rural,45-49,Below Primary,Persons,6014
13,Nagaland,Rural,50-54,Below Primary,Persons,4977
13,Nagaland,Rural,55-59,Below Primary,Persons,3573
13,Nagaland,Rural,60-64,Below Primary,Persons,3301
13,Nagaland,Rural,65-69,Below Primary,Persons,2200
13,Nagaland,Rural,70-74,Below Primary,Persons,1591
13,Nagaland,Rural,75-79,Below Primary,Persons,1047
13,Nagaland,Rural,80+,Below Primary,Persons,1219
13,Nagaland,Rural,Age not stated,Below Primary,Persons,127
13,Nagaland,Urban,All ages,Below Primary,Persons,63554
13,Nagaland,Urban,0-6,Below Primary,Persons,0
13,Nagaland,Urban,7,Below Primary,Persons,8662
13,Nagaland,Urban,8,Below Primary,Persons,9990
13,Nagaland,Urban,9,Below Primary,Persons,9033
13,Nagaland,Urban,10,Below Primary,Persons,7700
13,Nagaland,Urban,11,Below Primary,Persons,3895
13,Nagaland,Urban,12,Below Primary,Persons,2187
13,Nagaland,Urban,13,Below Primary,Persons,1337
13,Nagaland,Urban,14,Below Primary,Persons,930
13,Nagaland,Urban,15,Below Primary,Persons,831
13,Nagaland,Urban,16,Below Primary,Persons,677
13,Nagaland,Urban,17,Below Primary,Persons,586
13,Nagaland,Urban,18,Below Primary,Persons,680
13,Nagaland,Urban,19,Below Primary,Persons,566
13,Nagaland,Urban,20-24,Below Primary,Persons,2537
13,Nagaland,Urban,25-29,Below Primary,Persons,2121
13,Nagaland,Urban,30-34,Below Primary,Persons,1755
13,Nagaland,Urban,35-39,Below Primary,Persons,1826
13,Nagaland,Urban,40-44,Below Primary,Persons,1751
13,Nagaland,Urban,45-49,Below Primary,Persons,1678
13,Nagaland,Urban,50-54,Below Primary,Persons,1335
13,Nagaland,Urban,55-59,Below Primary,Persons,981
13,Nagaland,Urban,60-64,Below Primary,Persons,865
13,Nagaland,Urban,65-69,Below Primary,Persons,583
13,Nagaland,Urban,70-74,Below Primary,Persons,433
13,Nagaland,Urban,75-79,Below Primary,Persons,265
13,Nagaland,Urban,80+,Below Primary,Persons,333
13,Nagaland,Urban,Age not stated,Below Primary,Persons,17
14,Manipur,Total,All ages,Below Primary,Persons,243566
14,Manipur,Total,0-6,Below Primary,Persons,0
14,Manipur,Total,7,Below Primary,Persons,36064
14,Manipur,Total,8,Below Primary,Persons,42951
14,Manipur,Total,9,Below Primary,Persons,33017
14,Manipur,Total,10,Below Primary,Persons,33021
14,Manipur,Total,11,Below Primary,Persons,18545
14,Manipur,Total,12,Below Primary,Persons,11462
14,Manipur,Total,13,Below Primary,Persons,6013
14,Manipur,Total,14,Below Primary,Persons,3230
14,Manipur,Total,15,Below Primary,Persons,2324
14,Manipur,Total,16,Below Primary,Persons,1691
14,Manipur,Total,17,Below Primary,Persons,1315
14,Manipur,Total,18,Below Primary,Persons,1640
14,Manipur,Total,19,Below Primary,Persons,1157
14,Manipur,Total,20-24,Below Primary,Persons,6199
14,Manipur,Total,25-29,Below Primary,Persons,5847
14,Manipur,Total,30-34,Below Primary,Persons,5214
14,Manipur,Total,35-39,Below Primary,Persons,5203
14,Manipur,Total,40-44,Below Primary,Persons,4854
14,Manipur,Total,45-49,Below Primary,Persons,4844
14,Manipur,Total,50-54,Below Primary,Persons,4400
14,Manipur,Total,55-59,Below Primary,Persons,3614
14,Manipur,Total,60-64,Below Primary,Persons,3303
14,Manipur,Total,65-69,Below Primary,Persons,2355
14,Manipur,Total,70-74,Below Primary,Persons,1953
14,Manipur,Total,75-79,Below Primary,Persons,1262
14,Manipur,Total,80+,Below Primary,Persons,1494
14,Manipur,Total,Age not stated,Below Primary,Persons,594
14,Manipur,Rural,All ages,Below Primary,Persons,182156
14,Manipur,Rural,0-6,Below Primary,Persons,0
14,Manipur,Rural,7,Below Primary,Persons,25368
14,Manipur,Rural,8,Below Primary,Persons,30638
14,Manipur,Rural,9,Below Primary,Persons,23413
14,Manipur,Rural,10,Below Primary,Persons,24037
14,Manipur,Rural,11,Below Primary,Persons,13963
14,Manipur,Rural,12,Below Primary,Persons,9117
14,Manipur,Rural,13,Below Primary,Persons,4910
14,Manipur,Rural,14,Below Primary,Persons,2720
14,Manipur,Rural,15,Below Primary,Persons,1944
14,Manipur,Rural,16,Below Primary,Persons,1441
14,Manipur,Rural,17,Below Primary,Persons,1088
14,Manipur,Rural,18,Below Primary,Persons,1333
14,Manipur,Rural,19,Below Primary,Persons,977
14,Manipur,Rural,20-24,Below Primary,Persons,5263
14,Manipur,Rural,25-29,Below Primary,Persons,4981
14,Manipur,Rural,30-34,Below Primary,Persons,4383
14,Manipur,Rural,35-39,Below Primary,Persons,4298
14,Manipur,Rural,40-44,Below Primary,Persons,3952
14,Manipur,Rural,45-49,Below Primary,Persons,3932
14,Manipur,Rural,50-54,Below Primary,Persons,3518
14,Manipur,Rural,55-59,Below Primary,Persons,2813
14,Manipur,Rural,60-64,Below Primary,Persons,2557
14,Manipur,Rural,65-69,Below Primary,Persons,1762
14,Manipur,Rural,70-74,Below Primary,Persons,1413
14,Manipur,Rural,75-79,Below Primary,Persons,871
14,Manipur,Rural,80+,Below Primary,Persons,1013
14,Manipur,Rural,Age not stated,Below Primary,Persons,451
14,Manipur,Urban,All ages,Below Primary,Persons,61410
14,Manipur,Urban,0-6,Below Primary,Persons,0
14,Manipur,Urban,7,Below Primary,Persons,10696
14,Manipur,Urban,8,Below Primary,Persons,12313
14,Manipur,Urban,9,Below Primary,Persons,9604
14,Manipur,Urban,10,Below Primary,Persons,8984
14,Manipur,Urban,11,Below Primary,Persons,4582
14,Manipur,Urban,12,Below Primary,Persons,2345
14,Manipur,Urban,13,Below Primary,Persons,1103
14,Manipur,Urban,14,Below Primary,Persons,510
14,Manipur,Urban,15,Below Primary,Persons,380
14,Manipur,Urban,16,Below Primary,Persons,250
14,Manipur,Urban,17,Below Primary,Persons,227
14,Manipur,Urban,18,Below Primary,Persons,307
14,Manipur,Urban,19,Below Primary,Persons,180
14,Manipur,Urban,20-24,Below Primary,Persons,936
14,Manipur,Urban,25-29,Below Primary,Persons,866
14,Manipur,Urban,30-34,Below Primary,Persons,831
14,Manipur,Urban,35-39,Below Primary,Persons,905
14,Manipur,Urban,40-44,Below Primary,Persons,902
14,Manipur,Urban,45-49,Below Primary,Persons,912
14,Manipur,Urban,50-54,Below Primary,Persons,882
14,Manipur,Urban,55-59,Below Primary,Persons,801
14,Manipur,Urban,60-64,Below Primary,Persons,746
14,Manipur,Urban,65-69,Below Primary,Persons,593
14,Manipur,Urban,70-74,Below Primary,Persons,540
14,Manipur,Urban,75-79,Below Primary,Persons,391
14,Manipur,Urban,80+,Below Primary,Persons,481
14,Manipur,Urban,Age not stated,Below Primary,Persons,143
15,Mizoram,Total,All ages,Below Primary,Persons,215865
15,Mizoram,Total,0-6,Below Primary,Persons,0
15,Mizoram,Total,7,Below Primary,Persons,18783
15,Mizoram,Total,8,Below Primary,Persons,20668
15,Mizoram,Total,9,Below Primary,Persons,18498
15,Mizoram,Total,10,Below Primary,Persons,14849
15,Mizoram,Total,11,Below Primary,Persons,7585
15,Mizoram,Total,12,Below Primary,Persons,4310
15,Mizoram,Total,13,Below Primary,Persons,2739
15,Mizoram,Total,14,Below Primary,Persons,1803
15,Mizoram,Total,15,Below Primary,Persons,1476
15,Mizoram,Total,16,Below Primary,Persons,1349
15,Mizoram,Total,17,Below Primary,Persons,1398
15,Mizoram,Total,18,Below Primary,Persons,1657
15,Mizoram,Total,19,Below Primary,Persons,1501
15,Mizoram,Total,20-24,Below Primary,Persons,9309
15,Mizoram,Total,25-29,Below Primary,Persons,10264
15,Mizoram,Total,30-34,Below Primary,Persons,9812
15,Mizoram,Total,35-39,Below Primary,Persons,9589
15,Mizoram,Total,40-44,Below Primary,Persons,9850
15,Mizoram,Total,45-49,Below Primary,Persons,12022
15,Mizoram,Total,50-54,Below Primary,Persons,13910
15,Mizoram,Total,55-59,Below Primary,Persons,12206
15,Mizoram,Total,60-64,Below Primary,Persons,9965
15,Mizoram,Total,65-69,Below Primary,Persons,7805
15,Mizoram,Total,70-74,Below Primary,Persons,6164
15,Mizoram,Total,75-79,Below Primary,Persons,4139
15,Mizoram,Total,80+,Below Primary,Persons,4146
15,Mizoram,Total,Age not stated,Below Primary,Persons,68
15,Mizoram,Rural,All ages,Below Primary,Persons,124917
15,Mizoram,Rural,0-6,Below Primary,Persons,0
15,Mizoram,Rural,7,Below Primary,Persons,9422
15,Mizoram,Rural,8,Below Primary,Persons,10603
15,Mizoram,Rural,9,Below Primary,Persons,9289
15,Mizoram,Rural,10,Below Primary,Persons,8094
15,Mizoram,Rural,11,Below Primary,Persons,5031
15,Mizoram,Rural,12,Below Primary,Persons,3350
15,Mizoram,Rural,13,Below Primary,Persons,2247
15,Mizoram,Rural,14,Below Primary,Persons,1497
15,Mizoram,Rural,15,Below Primary,Persons,1159
15,Mizoram,Rural,16,Below Primary,Persons,1001
15,Mizoram,Rural,17,Below Primary,Persons,1005
15,Mizoram,Rural,18,Below Primary,Persons,1160
15,Mizoram,Rural,19,Below Primary,Persons,1056
15,Mizoram,Rural,20-24,Below Primary,Persons,6635
15,Mizoram,Rural,25-29,Below Primary,Persons,7125
15,Mizoram,Rural,30-34,Below Primary,Persons,6493
15,Mizoram,Rural,35-39,Below Primary,Persons,6130
15,Mizoram,Rural,40-44,Below Primary,Persons,5940
15,Mizoram,Rural,45-49,Below Primary,Persons,7144
15,Mizoram,Rural,50-54,Below Primary,Persons,7877
15,Mizoram,Rural,55-59,Below Primary,Persons,6727
15,Mizoram,Rural,60-64,Below Primary,Persons,5248
15,Mizoram,Rural,65-69,Below Primary,Persons,4020
15,Mizoram,Rural,70-74,Below Primary,Persons,2951
15,Mizoram,Rural,75-79,Below Primary,Persons,1910
15,Mizoram,Rural,80+,Below Primary,Persons,1762
15,Mizoram,Rural,Age not stated,Below Primary,Persons,41
15,Mizoram,Urban,All ages,Below Primary,Persons,90948
15,Mizoram,Urban,0-6,Below Primary,Persons,0
15,Mizoram,Urban,7,Below Primary,Persons,9361
15,Mizoram,Urban,8,Below Primary,Persons,10065
15,Mizoram,Urban,9,Below Primary,Persons,9209
15,Mizoram,Urban,10,Below Primary,Persons,6755
15,Mizoram,Urban,11,Below Primary,Persons,2554
15,Mizoram,Urban,12,Below Primary,Persons,960
15,Mizoram,Urban,13,Below Primary,Persons,492
15,Mizoram,Urban,14,Below Primary,Persons,306
15,Mizoram,Urban,15,Below Primary,Persons,317
15,Mizoram,Urban,16,Below Primary,Persons,348
15,Mizoram,Urban,17,Below Primary,Persons,393
15,Mizoram,Urban,18,Below Primary,Persons,497
15,Mizoram,Urban,19,Below Primary,Persons,445
15,Mizoram,Urban,20-24,Below Primary,Persons,2674
15,Mizoram,Urban,25-29,Below Primary,Persons,3139
15,Mizoram,Urban,30-34,Below Primary,Persons,3319
15,Mizoram,Urban,35-39,Below Primary,Persons,3459
15,Mizoram,Urban,40-44,Below Primary,Persons,3910
15,Mizoram,Urban,45-49,Below Primary,Persons,4878
15,Mizoram,Urban,50-54,Below Primary,Persons,6033
15,Mizoram,Urban,55-59,Below Primary,Persons,5479
15,Mizoram,Urban,60-64,Below Primary,Persons,4717
15,Mizoram,Urban,65-69,Below Primary,Persons,3785
15,Mizoram,Urban,70-74,Below Primary,Persons,3213
15,Mizoram,Urban,75-79,Below Primary,Persons,2229
15,Mizoram,Urban,80+,Below Primary,Persons,2384
15,Mizoram,Urban,Age not stated,Below Primary,Persons,27
16,Tripura,Total,All ages,Below Primary,Persons,725461
16,Tripura,Total,0-6,Below Primary,Persons,0
16,Tripura,Total,7,Below Primary,Persons,53405
16,Tripura,Total,8,Below Primary,Persons,62954
16,Tripura,Total,9,Below Primary,Persons,60165
16,Tripura,Total,10,Below Primary,Persons,54153
16,Tripura,Total,11,Below Primary,Persons,25794
16,Tripura,Total,12,Below Primary,Persons,12365
16,Tripura,Total,13,Below Primary,Persons,6412
16,Tripura,Total,14,Below Primary,Persons,5018
16,Tripura,Total,15,Below Primary,Persons,5215
16,Tripura,Total,16,Below Primary,Persons,5355
16,Tripura,Total,17,Below Primary,Persons,5658
16,Tripura,Total,18,Below Primary,Persons,8290
16,Tripura,Total,19,Below Primary,Persons,7481
16,Tripura,Total,20-24,Below Primary,Persons,47455
16,Tripura,Total,25-29,Below Primary,Persons,51102
16,Tripura,Total,30-34,Below Primary,Persons,45841
16,Tripura,Total,35-39,Below Primary,Persons,50187
16,Tripura,Total,40-44,Below Primary,Persons,47843
16,Tripura,Total,45-49,Below Primary,Persons,44973
16,Tripura,Total,50-54,Below Primary,Persons,35343
16,Tripura,Total,55-59,Below Primary,Persons,24889
16,Tripura,Total,60-64,Below Primary,Persons,21708
16,Tripura,Total,65-69,Below Primary,Persons,16473
16,Tripura,Total,70-74,Below Primary,Persons,12216
16,Tripura,Total,75-79,Below Primary,Persons,6917
16,Tripura,Total,80+,Below Primary,Persons,8096
16,Tripura,Total,Age not stated,Below Primary,Persons,153
16,Tripura,Rural,All ages,Below Primary,Persons,579471
16,Tripura,Rural,0-6,Below Primary,Persons,0
16,Tripura,Rural,7,Below Primary,Persons,41280
16,Tripura,Rural,8,Below Primary,Persons,48968
16,Tripura,Rural,9,Below Primary,Persons,46746
16,Tripura,Rural,10,Below Primary,Persons,43115
16,Tripura,Rural,11,Below Primary,Persons,21707
16,Tripura,Rural,12,Below Primary,Persons,10935
16,Tripura,Rural,13,Below Primary,Persons,5665
16,Tripura,Rural,14,Below Primary,Persons,4344
16,Tripura,Rural,15,Below Primary,Persons,4525
16,Tripura,Rural,16,Below Primary,Persons,4592
16,Tripura,Rural,17,Below Primary,Persons,4744
16,Tripura,Rural,18,Below Primary,Persons,7032
16,Tripura,Rural,19,Below Primary,Persons,6146
16,Tripura,Rural,20-24,Below Primary,Persons,39218
16,Tripura,Rural,25-29,Below Primary,Persons,41756
16,Tripura,Rural,30-34,Below Primary,Persons,37138
16,Tripura,Rural,35-39,Below Primary,Persons,40191
16,Tripura,Rural,40-44,Below Primary,Persons,38166
16,Tripura,Rural,45-49,Below Primary,Persons,35830
16,Tripura,Rural,50-54,Below Primary,Persons,28028
16,Tripura,Rural,55-59,Below Primary,Persons,19591
16,Tripura,Rural,60-64,Below Primary,Persons,17028
16,Tripura,Rural,65-69,Below Primary,Persons,12699
16,Tripura,Rural,70-74,Below Primary,Persons,9149
16,Tripura,Rural,75-79,Below Primary,Persons,4981
16,Tripura,Rural,80+,Below Primary,Persons,5804
16,Tripura,Rural,Age not stated,Below Primary,Persons,93
16,Tripura,Urban,All ages,Below Primary,Persons,145990
16,Tripura,Urban,0-6,Below Primary,Persons,0
16,Tripura,Urban,7,Below Primary,Persons,12125
16,Tripura,Urban,8,Below Primary,Persons,13986
16,Tripura,Urban,9,Below Primary,Persons,13419
16,Tripura,Urban,10,Below Primary,Persons,11038
16,Tripura,Urban,11,Below Primary,Persons,4087
16,Tripura,Urban,12,Below Primary,Persons,1430
16,Tripura,Urban,13,Below Primary,Persons,747
16,Tripura,Urban,14,Below Primary,Persons,674
16,Tripura,Urban,15,Below Primary,Persons,690
16,Tripura,Urban,16,Below Primary,Persons,763
16,Tripura,Urban,17,Below Primary,Persons,914
16,Tripura,Urban,18,Below Primary,Persons,1258
16,Tripura,Urban,19,Below Primary,Persons,1335
16,Tripura,Urban,20-24,Below Primary,Persons,8237
16,Tripura,Urban,25-29,Below Primary,Persons,9346
16,Tripura,Urban,30-34,Below Primary,Persons,8703
16,Tripura,Urban,35-39,Below Primary,Persons,9996
16,Tripura,Urban,40-44,Below Primary,Persons,9677
16,Tripura,Urban,45-49,Below Primary,Persons,9143
16,Tripura,Urban,50-54,Below Primary,Persons,7315
16,Tripura,Urban,55-59,Below Primary,Persons,5298
16,Tripura,Urban,60-64,Below Primary,Persons,4680
16,Tripura,Urban,65-69,Below Primary,Persons,3774
16,Tripura,Urban,70-74,Below Primary,Persons,3067
16,Tripura,Urban,75-79,Below Primary,Persons,1936
16,Tripura,Urban,80+,Below Primary,Persons,2292
16,Tripura,Urban,Age not stated,Below Primary,Persons,60
17,Meghalaya,Total,All ages,Below Primary,Persons,609064
17,Meghalaya,Total,0-6,Below Primary,Persons,0
17,Meghalaya,Total,7,Below Primary,Persons,40802
17,Meghalaya,Total,8,Below Primary,Persons,52375
17,Meghalaya,Total,9,Below Primary,Persons,48723
17,Meghalaya,Total,10,Below Primary,Persons,51601
17,Meghalaya,Total,11,Below Primary,Persons,38909
17,Meghalaya,Total,12,Below Primary,Persons,31554
17,Meghalaya,Total,13,Below Primary,Persons,22653
17,Meghalaya,Total,14,Below Primary,Persons,16680
17,Meghalaya,Total,15,Below Primary,Persons,13110
17,Meghalaya,Total,16,Below Primary,Persons,10890
17,Meghalaya,Total,17,Below Primary,Persons,9230
17,Meghalaya,Total,18,Below Primary,Persons,10112
17,Meghalaya,Total,19,Below Primary,Persons,8698
17,Meghalaya,Total,20-24,Below Primary,Persons,45819
17,Meghalaya,Total,25-29,Below Primary,Persons,42656
17,Meghalaya,Total,30-34,Below Primary,Persons,33252
17,Meghalaya,Total,35-39,Below Primary,Persons,30904
17,Meghalaya,Total,40-44,Below Primary,Persons,26080
17,Meghalaya,Total,45-49,Below Primary,Persons,22774
17,Meghalaya,Total,50-54,Below Primary,Persons,16436
17,Meghalaya,Total,55-59,Below Primary,Persons,10950
