State_Code,State,Area_Type,Age_Group,Education_Level,Gender,Population
0,INDIA,Total,All ages,Total,Persons,1210854977
0,INDIA,Total,0-6,Total,Persons,164515253
0,INDIA,Total,7,Total,Persons,24826640
0,INDIA,Total,8,Total,Persons,26968373
0,INDIA,Total,9,Total,Persons,23424638
0,INDIA,Total,10,Total,Persons,30552107
0,INDIA,Total,11,Total,Persons,24740946
0,INDIA,Total,12,Total,Persons,27877307
0,INDIA,Total,13,Total,Persons,24280683
0,INDIA,Total,14,Total,Persons,25258169
0,INDIA,Total,15,Total,Persons,25899454
0,INDIA,Total,16,Total,Persons,24592293
0,INDIA,Total,17,Total,Persons,21217467
0,INDIA,Total,18,Total,Persons,27958147
0,INDIA,Total,19,Total,Persons,20859088
0,INDIA,Total,20-24,Total,Persons,111424222
0,INDIA,Total,25-29,Total,Persons,101413965
0,INDIA,Total,30-34,Total,Persons,88594951
0,INDIA,Total,35-39,Total,Persons,85140684
0,INDIA,Total,40-44,Total,Persons,72438112
0,INDIA,Total,45-49,Total,Persons,62318327
0,INDIA,Total,50-54,Total,Persons,49069254
0,INDIA,Total,55-59,Total,Persons,39146055
0,INDIA,Total,60-64,Total,Persons,37663707
0,INDIA,Total,65-69,Total,Persons,26454983
0,INDIA,Total,70-74,Total,Persons,19208842
0,INDIA,Total,75-79,Total,Persons,9232503
0,INDIA,Total,80+,Total,Persons,11289005
0,INDIA,Total,Age not stated,Total,Persons,4489802
0,INDIA,Rural,All ages,Total,Persons,833748852
0,INDIA,Rural,0-6,Total,Persons,121322865
0,INDIA,Rural,7,Total,Persons,18149844
0,INDIA,Rural,8,Total,Persons,20206981
0,INDIA,Rural,9,Total,Persons,17114582
0,INDIA,Rural,10,Total,Persons,22687766
0,INDIA,Rural,11,Total,Persons,17851313
0,INDIA,Rural,12,Total,Persons,20589319
0,INDIA,Rural,13,Total,Persons,17490173
0,INDIA,Rural,14,Total,Persons,18185923
0,INDIA,Rural,15,Total,Persons,18593646
0,INDIA,Rural,16,Total,Persons,17433799
0,INDIA,Rural,17,Total,Persons,14448773
0,INDIA,Rural,18,Total,Persons,19559614
0,INDIA,Rural,19,Total,Persons,13866640
0,INDIA,Rural,20-24,Total,Persons,73835046
0,INDIA,Rural,25-29,Total,Persons,66068270
0,INDIA,Rural,30-34,Total,Persons,57911779
0,INDIA,Rural,35-39,Total,Persons,56062707
0,INDIA,Rural,40-44,Total,Persons,47581008
0,INDIA,Rural,45-49,Total,Persons,40688228
0,INDIA,Rural,50-54,Total,Persons,32031788
0,INDIA,Rural,55-59,Total,Persons,25861514
0,INDIA,Rural,60-64,Total,Persons,26291245
0,INDIA,Rural,65-69,Total,Persons,18916270
0,INDIA,Rural,70-74,Total,Persons,13807600
0,INDIA,Rural,75-79,Total,Persons,6383717
0,INDIA,Rural,80+,Total,Persons,7894990
0,INDIA,Rural,Age not stated,Total,Persons,2913452
0,INDIA,Urban,All ages,Total,Persons,377106125
0,INDIA,Urban,0-6,Total,Persons,43192388
0,INDIA,Urban,7,Total,Persons,6676796
0,INDIA,Urban,8,Total,Persons,6761392
0,INDIA,Urban,9,Total,Persons,6310056
0,INDIA,Urban,10,Total,Persons,7864341
0,INDIA,Urban,11,Total,Persons,6889633
0,INDIA,Urban,12,Total,Persons,7287988
0,INDIA,Urban,13,Total,Persons,6790510
0,INDIA,Urban,14,Total,Persons,7072246
0,INDIA,Urban,15,Total,Persons,7305808
0,INDIA,Urban,16,Total,Persons,7158494
0,INDIA,Urban,17,Total,Persons,6768694
0,INDIA,Urban,18,Total,Persons,8398533
0,INDIA,Urban,19,Total,Persons,6992448
0,INDIA,Urban,20-24,Total,Persons,37589176
0,INDIA,Urban,25-29,Total,Persons,35345695
0,INDIA,Urban,30-34,Total,Persons,30683172
0,INDIA,Urban,35-39,Total,Persons,29077977
0,INDIA,Urban,40-44,Total,Persons,24857104
0,INDIA,Urban,45-49,Total,Persons,21630099
0,INDIA,Urban,50-54,Total,Persons,17037466
0,INDIA,Urban,55-59,Total,Persons,13284541
0,INDIA,Urban,60-64,Total,Persons,11372462
0,INDIA,Urban,65-69,Total,Persons,7538713
0,INDIA,Urban,70-74,Total,Persons,5401242
0,INDIA,Urban,75-79,Total,Persons,2848786
0,INDIA,Urban,80+,Total,Persons,3394015
0,INDIA,Urban,Age not stated,Total,Persons,1576350
1,Jammu & Kashmir,Total,All ages,Total,Persons,12541302
1,Jammu & Kashmir,Total,0-6,Total,Persons,2018905
1,Jammu & Kashmir,Total,7,Total,Persons,270538
1,Jammu & Kashmir,Total,8,Total,Persons,285314
1,Jammu & Kashmir,Total,9,Total,Persons,252100
1,Jammu & Kashmir,Total,10,Total,Persons,314283
1,Jammu & Kashmir,Total,11,Total,Persons,282049
1,Jammu & Kashmir,Total,12,Total,Persons,289798
1,Jammu & Kashmir,Total,13,Total,Persons,261079
1,Jammu & Kashmir,Total,14,Total,Persons,266644
1,Jammu & Kashmir,Total,15,Total,Persons,270992
1,Jammu & Kashmir,Total,16,Total,Persons,263041
1,Jammu & Kashmir,Total,17,Total,Persons,221619
1,Jammu & Kashmir,Total,18,Total,Persons,276216
1,Jammu & Kashmir,Total,19,Total,Persons,205594
1,Jammu & Kashmir,Total,20-24,Total,Persons,1160913
1,Jammu & Kashmir,Total,25-29,Total,Persons,1086122
1,Jammu & Kashmir,Total,30-34,Total,Persons,926903
1,Jammu & Kashmir,Total,35-39,Total,Persons,837945
1,Jammu & Kashmir,Total,40-44,Total,Persons,714085
1,Jammu & Kashmir,Total,45-49,Total,Persons,590790
1,Jammu & Kashmir,Total,50-54,Total,Persons,468566
1,Jammu & Kashmir,Total,55-59,Total,Persons,340031
1,Jammu & Kashmir,Total,60-64,Total,Persons,322726
1,Jammu & Kashmir,Total,65-69,Total,Persons,203965
1,Jammu & Kashmir,Total,70-74,Total,Persons,184019
1,Jammu & Kashmir,Total,75-79,Total,Persons,85076
1,Jammu & Kashmir,Total,80+,Total,Persons,126870
1,Jammu & Kashmir,Total,Age not stated,Total,Persons,15119
1,Jammu & Kashmir,Rural,All ages,Total,Persons,9108060
1,Jammu & Kashmir,Rural,0-6,Total,Persons,1593008
1,Jammu & Kashmir,Rural,7,Total,Persons,211924
1,Jammu & Kashmir,Rural,8,Total,Persons,223830
1,Jammu & Kashmir,Rural,9,Total,Persons,195583
1,Jammu & Kashmir,Rural,10,Total,Persons,244857
1,Jammu & Kashmir,Rural,11,Total,Persons,220044
1,Jammu & Kashmir,Rural,12,Total,Persons,226066
1,Jammu & Kashmir,Rural,13,Total,Persons,202068
1,Jammu & Kashmir,Rural,14,Total,Persons,204201
1,Jammu & Kashmir,Rural,15,Total,Persons,207140
1,Jammu & Kashmir,Rural,16,Total,Persons,199394
1,Jammu & Kashmir,Rural,17,Total,Persons,164377
1,Jammu & Kashmir,Rural,18,Total,Persons,205879
1,Jammu & Kashmir,Rural,19,Total,Persons,149318
1,Jammu & Kashmir,Rural,20-24,Total,Persons,827361
1,Jammu & Kashmir,Rural,25-29,Total,Persons,738568
1,Jammu & Kashmir,Rural,30-34,Total,Persons,636137
1,Jammu & Kashmir,Rural,35-39,Total,Persons,568825
1,Jammu & Kashmir,Rural,40-44,Total,Persons,483222
1,Jammu & Kashmir,Rural,45-49,Total,Persons,395959
1,Jammu & Kashmir,Rural,50-54,Total,Persons,319992
1,Jammu & Kashmir,Rural,55-59,Total,Persons,227495
1,Jammu & Kashmir,Rural,60-64,Total,Persons,226005
1,Jammu & Kashmir,Rural,65-69,Total,Persons,140720
1,Jammu & Kashmir,Rural,70-74,Total,Persons,132084
1,Jammu & Kashmir,Rural,75-79,Total,Persons,58918
1,Jammu & Kashmir,Rural,80+,Total,Persons,94242
1,Jammu & Kashmir,Rural,Age not stated,Total,Persons,10843
1,Jammu & Kashmir,Urban,All ages,Total,Persons,3433242
1,Jammu & Kashmir,Urban,0-6,Total,Persons,425897
1,Jammu & Kashmir,Urban,7,Total,Persons,58614
1,Jammu & Kashmir,Urban,8,Total,Persons,61484
1,Jammu & Kashmir,Urban,9,Total,Persons,56517
1,Jammu & Kashmir,Urban,10,Total,Persons,69426
1,Jammu & Kashmir,Urban,11,Total,Persons,62005
1,Jammu & Kashmir,Urban,12,Total,Persons,63732
1,Jammu & Kashmir,Urban,13,Total,Persons,59011
1,Jammu & Kashmir,Urban,14,Total,Persons,62443
1,Jammu & Kashmir,Urban,15,Total,Persons,63852
1,Jammu & Kashmir,Urban,16,Total,Persons,63647
1,Jammu & Kashmir,Urban,17,Total,Persons,57242
1,Jammu & Kashmir,Urban,18,Total,Persons,70337
1,Jammu & Kashmir,Urban,19,Total,Persons,56276
1,Jammu & Kashmir,Urban,20-24,Total,Persons,333552
1,Jammu & Kashmir,Urban,25-29,Total,Persons,347554
1,Jammu & Kashmir,Urban,30-34,Total,Persons,290766
1,Jammu & Kashmir,Urban,35-39,Total,Persons,269120
1,Jammu & Kashmir,Urban,40-44,Total,Persons,230863
1,Jammu & Kashmir,Urban,45-49,Total,Persons,194831
1,Jammu & Kashmir,Urban,50-54,Total,Persons,148574
1,Jammu & Kashmir,Urban,55-59,Total,Persons,112536
1,Jammu & Kashmir,Urban,60-64,Total,Persons,96721
1,Jammu & Kashmir,Urban,65-69,Total,Persons,63245
1,Jammu & Kashmir,Urban,70-74,Total,Persons,51935
1,Jammu & Kashmir,Urban,75-79,Total,Persons,26158
1,Jammu & Kashmir,Urban,80+,Total,Persons,32628
1,Jammu & Kashmir,Urban,Age not stated,Total,Persons,4276
2,Himachal Pradesh,Total,All ages,Total,Persons,6864602
2,Himachal Pradesh,Total,0-6,Total,Persons,777898
2,Himachal Pradesh,Total,7,Total,Persons,122039
2,Himachal Pradesh,Total,8,Total,Persons,117124
2,Himachal Pradesh,Total,9,Total,Persons,119100
2,Himachal Pradesh,Total,10,Total,Persons,134596
2,Himachal Pradesh,Total,11,Total,Persons,127447
2,Himachal Pradesh,Total,12,Total,Persons,125830
2,Himachal Pradesh,Total,13,Total,Persons,124125
2,Himachal Pradesh,Total,14,Total,Persons,127226
2,Himachal Pradesh,Total,15,Total,Persons,127378
2,Himachal Pradesh,Total,16,Total,Persons,126410
2,Himachal Pradesh,Total,17,Total,Persons,124585
2,Himachal Pradesh,Total,18,Total,Persons,136759
2,Himachal Pradesh,Total,19,Total,Persons,125329
2,Himachal Pradesh,Total,20-24,Total,Persons,643866
2,Himachal Pradesh,Total,25-29,Total,Persons,589160
2,Himachal Pradesh,Total,30-34,Total,Persons,546357
2,Himachal Pradesh,Total,35-39,Total,Persons,517966
2,Himachal Pradesh,Total,40-44,Total,Persons,445560
2,Himachal Pradesh,Total,45-49,Total,Persons,395128
2,Himachal Pradesh,Total,50-54,Total,Persons,330687
2,Himachal Pradesh,Total,55-59,Total,Persons,266860
2,Himachal Pradesh,Total,60-64,Total,Persons,231372
2,Himachal Pradesh,Total,65-69,Total,Persons,158607
2,Himachal Pradesh,Total,70-74,Total,Persons,130587
2,Himachal Pradesh,Total,75-79,Total,Persons,75706
2,Himachal Pradesh,Total,80+,Total,Persons,106737
2,Himachal Pradesh,Total,Age not stated,Total,Persons,10163
2,Himachal Pradesh,Rural,All ages,Total,Persons,6176050
2,Himachal Pradesh,Rural,0-6,Total,Persons,712822
2,Himachal Pradesh,Rural,7,Total,Persons,111185
2,Himachal Pradesh,Rural,8,Total,Persons,106293
2,Himachal Pradesh,Rural,9,Total,Persons,108190
2,Himachal Pradesh,Rural,10,Total,Persons,122334
2,Himachal Pradesh,Rural,11,Total,Persons,115507
2,Himachal Pradesh,Rural,12,Total,Persons,114237
2,Himachal Pradesh,Rural,13,Total,Persons,112678
2,Himachal Pradesh,Rural,14,Total,Persons,115509
2,Himachal Pradesh,Rural,15,Total,Persons,115114
2,Himachal Pradesh,Rural,16,Total,Persons,114081
2,Himachal Pradesh,Rural,17,Total,Persons,112339
2,Himachal Pradesh,Rural,18,Total,Persons,122520
2,Himachal Pradesh,Rural,19,Total,Persons,111937
2,Himachal Pradesh,Rural,20-24,Total,Persons,573439
2,Himachal Pradesh,Rural,25-29,Total,Persons,523605
2,Himachal Pradesh,Rural,30-34,Total,Persons,485375
2,Himachal Pradesh,Rural,35-39,Total,Persons,459275
2,Himachal Pradesh,Rural,40-44,Total,Persons,394635
2,Himachal Pradesh,Rural,45-49,Total,Persons,350793
2,Himachal Pradesh,Rural,50-54,Total,Persons,295411
2,Himachal Pradesh,Rural,55-59,Total,Persons,240093
2,Himachal Pradesh,Rural,60-64,Total,Persons,212263
2,Himachal Pradesh,Rural,65-69,Total,Persons,146096
2,Himachal Pradesh,Rural,70-74,Total,Persons,120932
2,Himachal Pradesh,Rural,75-79,Total,Persons,69958
2,Himachal Pradesh,Rural,80+,Total,Persons,100043
2,Himachal Pradesh,Rural,Age not stated,Total,Persons,9386
2,Himachal Pradesh,Urban,All ages,Total,Persons,688552
2,Himachal Pradesh,Urban,0-6,Total,Persons,65076
2,Himachal Pradesh,Urban,7,Total,Persons,10854
2,Himachal Pradesh,Urban,8,Total,Persons,10831
2,Himachal Pradesh,Urban,9,Total,Persons,10910
2,Himachal Pradesh,Urban,10,Total,Persons,12262
2,Himachal Pradesh,Urban,11,Total,Persons,11940
2,Himachal Pradesh,Urban,12,Total,Persons,11593
2,Himachal Pradesh,Urban,13,Total,Persons,11447
2,Himachal Pradesh,Urban,14,Total,Persons,11717
2,Himachal Pradesh,Urban,15,Total,Persons,12264
2,Himachal Pradesh,Urban,16,Total,Persons,12329
2,Himachal Pradesh,Urban,17,Total,Persons,12246
2,Himachal Pradesh,Urban,18,Total,Persons,14239
2,Himachal Pradesh,Urban,19,Total,Persons,13392
2,Himachal Pradesh,Urban,20-24,Total,Persons,70427
2,Himachal Pradesh,Urban,25-29,Total,Persons,65555
2,Himachal Pradesh,Urban,30-34,Total,Persons,60982
2,Himachal Pradesh,Urban,35-39,Total,Persons,58691
2,Himachal Pradesh,Urban,40-44,Total,Persons,50925
2,Himachal Pradesh,Urban,45-49,Total,Persons,44335
2,Himachal Pradesh,Urban,50-54,Total,Persons,35276
2,Himachal Pradesh,Urban,55-59,Total,Persons,26767
2,Himachal Pradesh,Urban,60-64,Total,Persons,19109
2,Himachal Pradesh,Urban,65-69,Total,Persons,12511
2,Himachal Pradesh,Urban,70-74,Total,Persons,9655
2,Himachal Pradesh,Urban,75-79,Total,Persons,5748
2,Himachal Pradesh,Urban,80+,Total,Persons,6694
2,Himachal Pradesh,Urban,Age not stated,Total,Persons,777
3,Punjab,Total,All ages,Total,Persons,27743338
3,Punjab,Total,0-6,Total,Persons,3076219
3,Punjab,Total,7,Total,Persons,483280
3,Punjab,Total,8,Total,Persons,479447
3,Punjab,Total,9,Total,Persons,462602
3,Punjab,Total,10,Total,Persons,537024
3,Punjab,Total,11,Total,Persons,488177
3,Punjab,Total,12,Total,Persons,516955
3,Punjab,Total,13,Total,Persons,510841
3,Punjab,Total,14,Total,Persons,530405
3,Punjab,Total,15,Total,Persons,555725
3,Punjab,Total,16,Total,Persons,562167
3,Punjab,Total,17,Total,Persons,536919
3,Punjab,Total,18,Total,Persons,631613
3,Punjab,Total,19,Total,Persons,531259
3,Punjab,Total,20-24,Total,Persons,2776636
3,Punjab,Total,25-29,Total,Persons,2463861
3,Punjab,Total,30-34,Total,Persons,2116539
3,Punjab,Total,35-39,Total,Persons,1989071
3,Punjab,Total,40-44,Total,Persons,1788469
3,Punjab,Total,45-49,Total,Persons,1587771
3,Punjab,Total,50-54,Total,Persons,1254464
3,Punjab,Total,55-59,Total,Persons,956555
3,Punjab,Total,60-64,Total,Persons,996590
3,Punjab,Total,65-69,Total,Persons,719588
3,Punjab,Total,70-74,Total,Persons,513472
3,Punjab,Total,75-79,Total,Persons,256666
3,Punjab,Total,80+,Total,Persons,379501
3,Punjab,Total,Age not stated,Total,Persons,41522
3,Punjab,Rural,All ages,Total,Persons,17344192
3,Punjab,Rural,0-6,Total,Persons,1945502
3,Punjab,Rural,7,Total,Persons,308113
3,Punjab,Rural,8,Total,Persons,307651
3,Punjab,Rural,9,Total,Persons,297125
3,Punjab,Rural,10,Total,Persons,341230
3,Punjab,Rural,11,Total,Persons,313362
3,Punjab,Rural,12,Total,Persons,335091
3,Punjab,Rural,13,Total,Persons,332939
3,Punjab,Rural,14,Total,Persons,346206
3,Punjab,Rural,15,Total,Persons,361212
3,Punjab,Rural,16,Total,Persons,367557
3,Punjab,Rural,17,Total,Persons,347961
3,Punjab,Rural,18,Total,Persons,404442
3,Punjab,Rural,19,Total,Persons,333255
3,Punjab,Rural,20-24,Total,Persons,1706833
3,Punjab,Rural,25-29,Total,Persons,1455456
3,Punjab,Rural,30-34,Total,Persons,1263506
3,Punjab,Rural,35-39,Total,Persons,1202842
3,Punjab,Rural,40-44,Total,Persons,1102644
3,Punjab,Rural,45-49,Total,Persons,964942
3,Punjab,Rural,50-54,Total,Persons,749857
3,Punjab,Rural,55-59,Total,Persons,569146
3,Punjab,Rural,60-64,Total,Persons,654729
3,Punjab,Rural,65-69,Total,Persons,496111
3,Punjab,Rural,70-74,Total,Persons,356117
3,Punjab,Rural,75-79,Total,Persons,175972
3,Punjab,Rural,80+,Total,Persons,274781
3,Punjab,Rural,Age not stated,Total,Persons,29610
3,Punjab,Urban,All ages,Total,Persons,10399146
3,Punjab,Urban,0-6,Total,Persons,1130717
3,Punjab,Urban,7,Total,Persons,175167
3,Punjab,Urban,8,Total,Persons,171796
3,Punjab,Urban,9,Total,Persons,165477
3,Punjab,Urban,10,Total,Persons,195794
3,Punjab,Urban,11,Total,Persons,174815
3,Punjab,Urban,12,Total,Persons,181864
3,Punjab,Urban,13,Total,Persons,177902
3,Punjab,Urban,14,Total,Persons,184199
3,Punjab,Urban,15,Total,Persons,194513
3,Punjab,Urban,16,Total,Persons,194610
3,Punjab,Urban,17,Total,Persons,188958
3,Punjab,Urban,18,Total,Persons,227171
3,Punjab,Urban,19,Total,Persons,198004
3,Punjab,Urban,20-24,Total,Persons,1069803
3,Punjab,Urban,25-29,Total,Persons,1008405
3,Punjab,Urban,30-34,Total,Persons,853033
3,Punjab,Urban,35-39,Total,Persons,786229
3,Punjab,Urban,40-44,Total,Persons,685825
3,Punjab,Urban,45-49,Total,Persons,622829
3,Punjab,Urban,50-54,Total,Persons,504607
3,Punjab,Urban,55-59,Total,Persons,387409
3,Punjab,Urban,60-64,Total,Persons,341861
3,Punjab,Urban,65-69,Total,Persons,223477
3,Punjab,Urban,70-74,Total,Persons,157355
3,Punjab,Urban,75-79,Total,Persons,80694
3,Punjab,Urban,80+,Total,Persons,104720
3,Punjab,Urban,Age not stated,Total,Persons,11912
4,Chandigarh,Total,All ages,Total,Persons,1055450
4,Chandigarh,Total,0-6,Total,Persons,119434
4,Chandigarh,Total,7,Total,Persons,18624
4,Chandigarh,Total,8,Total,Persons,17271
4,Chandigarh,Total,9,Total,Persons,17719
4,Chandigarh,Total,10,Total,Persons,20360
4,Chandigarh,Total,11,Total,Persons,18296
4,Chandigarh,Total,12,Total,Persons,18673
4,Chandigarh,Total,13,Total,Persons,17752
4,Chandigarh,Total,14,Total,Persons,18383
4,Chandigarh,Total,15,Total,Persons,18938
4,Chandigarh,Total,16,Total,Persons,19554
4,Chandigarh,Total,17,Total,Persons,19116
4,Chandigarh,Total,18,Total,Persons,24660
4,Chandigarh,Total,19,Total,Persons,22150
4,Chandigarh,Total,20-24,Total,Persons,121244
4,Chandigarh,Total,25-29,Total,Persons,110237
4,Chandigarh,Total,30-34,Total,Persons,90803
4,Chandigarh,Total,35-39,Total,Persons,83672
4,Chandigarh,Total,40-44,Total,Persons,68921
4,Chandigarh,Total,45-49,Total,Persons,60352
4,Chandigarh,Total,50-54,Total,Persons,46942
4,Chandigarh,Total,55-59,Total,Persons,34925
4,Chandigarh,Total,60-64,Total,Persons,25801
4,Chandigarh,Total,65-69,Total,Persons,15839
4,Chandigarh,Total,70-74,Total,Persons,11385
4,Chandigarh,Total,75-79,Total,Persons,6422
4,Chandigarh,Total,80+,Total,Persons,7631
4,Chandigarh,Total,Age not stated,Total,Persons,346
4,Chandigarh,Rural,All ages,Total,Persons,28991
4,Chandigarh,Rural,0-6,Total,Persons,4270
4,Chandigarh,Rural,7,Total,Persons,596
4,Chandigarh,Rural,8,Total,Persons,555
4,Chandigarh,Rural,9,Total,Persons,521
4,Chandigarh,Rural,10,Total,Persons,615
4,Chandigarh,Rural,11,Total,Persons,547
4,Chandigarh,Rural,12,Total,Persons,499
4,Chandigarh,Rural,13,Total,Persons,427
4,Chandigarh,Rural,14,Total,Persons,449
4,Chandigarh,Rural,15,Total,Persons,512
4,Chandigarh,Rural,16,Total,Persons,505
4,Chandigarh,Rural,17,Total,Persons,461
4,Chandigarh,Rural,18,Total,Persons,691
4,Chandigarh,Rural,19,Total,Persons,596
4,Chandigarh,Rural,20-24,Total,Persons,3593
4,Chandigarh,Rural,25-29,Total,Persons,3806
4,Chandigarh,Rural,30-34,Total,Persons,3101
4,Chandigarh,Rural,35-39,Total,Persons,2321
4,Chandigarh,Rural,40-44,Total,Persons,1547
4,Chandigarh,Rural,45-49,Total,Persons,1049
4,Chandigarh,Rural,50-54,Total,Persons,723
4,Chandigarh,Rural,55-59,Total,Persons,503
4,Chandigarh,Rural,60-64,Total,Persons,481
4,Chandigarh,Rural,65-69,Total,Persons,255
4,Chandigarh,Rural,70-74,Total,Persons,181
4,Chandigarh,Rural,75-79,Total,Persons,75
4,Chandigarh,Rural,80+,Total,Persons,106
4,Chandigarh,Rural,Age not stated,Total,Persons,6
4,Chandigarh,Urban,All ages,Total,Persons,1026459
4,Chandigarh,Urban,0-6,Total,Persons,115164
4,Chandigarh,Urban,7,Total,Persons,18028
4,Chandigarh,Urban,8,Total,Persons,16716
4,Chandigarh,Urban,9,Total,Persons,17198
4,Chandigarh,Urban,10,Total,Persons,19745
4,Chandigarh,Urban,11,Total,Persons,17749
4,Chandigarh,Urban,12,Total,Persons,18174
4,Chandigarh,Urban,13,Total,Persons,17325
4,Chandigarh,Urban,14,Total,Persons,17934
4,Chandigarh,Urban,15,Total,Persons,18426
4,Chandigarh,Urban,16,Total,Persons,19049
4,Chandigarh,Urban,17,Total,Persons,18655
4,Chandigarh,Urban,18,Total,Persons,23969
4,Chandigarh,Urban,19,Total,Persons,21554
4,Chandigarh,Urban,20-24,Total,Persons,117651
4,Chandigarh,Urban,25-29,Total,Persons,106431
4,Chandigarh,Urban,30-34,Total,Persons,87702
4,Chandigarh,Urban,35-39,Total,Persons,81351
4,Chandigarh,Urban,40-44,Total,Persons,67374
4,Chandigarh,Urban,45-49,Total,Persons,59303
4,Chandigarh,Urban,50-54,Total,Persons,46219
4,Chandigarh,Urban,55-59,Total,Persons,34422
4,Chandigarh,Urban,60-64,Total,Persons,25320
4,Chandigarh,Urban,65-69,Total,Persons,15584
4,Chandigarh,Urban,70-74,Total,Persons,11204
4,Chandigarh,Urban,75-79,Total,Persons,6347
4,Chandigarh,Urban,80+,Total,Persons,7525
4,Chandigarh,Urban,Age not stated,Total,Persons,340
5,Uttarakhand,Total,All ages,Total,Persons,10086292
5,Uttarakhand,Total,0-6,Total,Persons,1355814
5,Uttarakhand,Total,7,Total,Persons,210340
5,Uttarakhand,Total,8,Total,Persons,216896
5,Uttarakhand,Total,9,Total,Persons,200615
5,Uttarakhand,Total,10,Total,Persons,250302
5,Uttarakhand,Total,11,Total,Persons,215036
5,Uttarakhand,Total,12,Total,Persons,236362
5,Uttarakhand,Total,13,Total,Persons,214935
5,Uttarakhand,Total,14,Total,Persons,228708
5,Uttarakhand,Total,15,Total,Persons,233790
5,Uttarakhand,Total,16,Total,Persons,230111
5,Uttarakhand,Total,17,Total,Persons,207201
5,Uttarakhand,Total,18,Total,Persons,254384
5,Uttarakhand,Total,19,Total,Persons,198624
5,Uttarakhand,Total,20-24,Total,Persons,970068
5,Uttarakhand,Total,25-29,Total,Persons,810184
5,Uttarakhand,Total,30-34,Total,Persons,698300
5,Uttarakhand,Total,35-39,Total,Persons,665500
5,Uttarakhand,Total,40-44,Total,Persons,566709
5,Uttarakhand,Total,45-49,Total,Persons,489377
5,Uttarakhand,Total,50-54,Total,Persons,397158
5,Uttarakhand,Total,55-59,Total,Persons,318461
5,Uttarakhand,Total,60-64,Total,Persons,329056
5,Uttarakhand,Total,65-69,Total,Persons,218759
5,Uttarakhand,Total,70-74,Total,Persons,163443
5,Uttarakhand,Total,75-79,Total,Persons,84646
5,Uttarakhand,Total,80+,Total,Persons,104905
5,Uttarakhand,Total,Age not stated,Total,Persons,16608
5,Uttarakhand,Rural,All ages,Total,Persons,7036954
5,Uttarakhand,Rural,0-6,Total,Persons,990776
5,Uttarakhand,Rural,7,Total,Persons,152454
5,Uttarakhand,Rural,8,Total,Persons,158202
5,Uttarakhand,Rural,9,Total,Persons,146443
5,Uttarakhand,Rural,10,Total,Persons,181771
5,Uttarakhand,Rural,11,Total,Persons,156931
5,Uttarakhand,Rural,12,Total,Persons,173745
5,Uttarakhand,Rural,13,Total,Persons,157053
5,Uttarakhand,Rural,14,Total,Persons,165918
5,Uttarakhand,Rural,15,Total,Persons,168529
5,Uttarakhand,Rural,16,Total,Persons,165057
5,Uttarakhand,Rural,17,Total,Persons,145509
5,Uttarakhand,Rural,18,Total,Persons,177577
5,Uttarakhand,Rural,19,Total,Persons,136226
5,Uttarakhand,Rural,20-24,Total,Persons,648027
5,Uttarakhand,Rural,25-29,Total,Persons,529754
5,Uttarakhand,Rural,30-34,Total,Persons,459156
5,Uttarakhand,Rural,35-39,Total,Persons,441348
5,Uttarakhand,Rural,40-44,Total,Persons,378652
5,Uttarakhand,Rural,45-49,Total,Persons,325900
5,Uttarakhand,Rural,50-54,Total,Persons,270074
5,Uttarakhand,Rural,55-59,Total,Persons,221366
5,Uttarakhand,Rural,60-64,Total,Persons,244791
5,Uttarakhand,Rural,65-69,Total,Persons,163102
5,Uttarakhand,Rural,70-74,Total,Persons,124907
5,Uttarakhand,Rural,75-79,Total,Persons,64561
5,Uttarakhand,Rural,80+,Total,Persons,78653
5,Uttarakhand,Rural,Age not stated,Total,Persons,10472
5,Uttarakhand,Urban,All ages,Total,Persons,3049338
5,Uttarakhand,Urban,0-6,Total,Persons,365038
5,Uttarakhand,Urban,7,Total,Persons,57886
5,Uttarakhand,Urban,8,Total,Persons,58694
5,Uttarakhand,Urban,9,Total,Persons,54172
5,Uttarakhand,Urban,10,Total,Persons,68531
5,Uttarakhand,Urban,11,Total,Persons,58105
5,Uttarakhand,Urban,12,Total,Persons,62617
5,Uttarakhand,Urban,13,Total,Persons,57882
5,Uttarakhand,Urban,14,Total,Persons,62790
5,Uttarakhand,Urban,15,Total,Persons,65261
5,Uttarakhand,Urban,16,Total,Persons,65054
5,Uttarakhand,Urban,17,Total,Persons,61692
5,Uttarakhand,Urban,18,Total,Persons,76807
5,Uttarakhand,Urban,19,Total,Persons,62398
5,Uttarakhand,Urban,20-24,Total,Persons,322041
5,Uttarakhand,Urban,25-29,Total,Persons,280430
5,Uttarakhand,Urban,30-34,Total,Persons,239144
5,Uttarakhand,Urban,35-39,Total,Persons,224152
5,Uttarakhand,Urban,40-44,Total,Persons,188057
5,Uttarakhand,Urban,45-49,Total,Persons,163477
5,Uttarakhand,Urban,50-54,Total,Persons,127084
5,Uttarakhand,Urban,55-59,Total,Persons,97095
5,Uttarakhand,Urban,60-64,Total,Persons,84265
5,Uttarakhand,Urban,65-69,Total,Persons,55657
5,Uttarakhand,Urban,70-74,Total,Persons,38536
5,Uttarakhand,Urban,75-79,Total,Persons,20085
5,Uttarakhand,Urban,80+,Total,Persons,26252
5,Uttarakhand,Urban,Age not stated,Total,Persons,6136
6,Haryana,Total,All ages,Total,Persons,25351462
6,Haryana,Total,0-6,Total,Persons,3380721
